order_id,store_name,created_At,packaged_time,total
QC_IN_403-3646983-5371554,TBC8,2026-05-21T10:26:16.000Z,1779339436797,2
QC_IN_171-5432435-5465937,TBC8,2026-05-21T10:19:06.000Z,1779339096100,9
QC_IN_405-6230138-8353151,TBC8,2026-05-21T10:27:44.000Z,1779339539107,4
QC_IN_408-7178364-6395500,TBC8,2026-05-21T10:25:53.000Z,1779339436353,5
QC_IN_405-3589545-9913100,TBC8,2026-05-21T10:17:21.000Z,1779339170888,20
QC_IN_406-2374130-3117100,TBC8,2026-05-21T10:22:25.000Z,1779339216243,3
QC_IN_404-5304681-6817946,TBC8,2026-05-21T10:24:07.000Z,1779339355201,7
QC_IN_407-0398398-4162702,TBC8,2026-05-21T10:22:51.000Z,1779339231655,1
QC_IN_402-9455593-6905165,TBC8,2026-05-21T10:14:56.000Z,1779338747581,1
QC_IN_171-5762163-8199501,TBC8,2026-05-21T10:17:41.000Z,1779338925835,4
QC_IN_408-9058573-7661905,TBC8,2026-05-21T10:09:31.000Z,1779338509425,9
QC_IN_405-3326405-1387536,TBC8,2026-05-21T10:17:08.000Z,1779338860546,1
QC_IN_403-9949128-4135549,TBC8,2026-05-21T10:20:03.000Z,1779339130351,10
QC_IN_403-4325721-8987523,TBC8,2026-05-21T10:17:32.000Z,1779338973213,2
QC_IN_408-6529048-8846734,TBC8,2026-05-21T09:50:07.000Z,1779337348902,5
QC_IN_171-6767534-8909943,TBC8,2026-05-21T10:06:23.000Z,1779338620819,4
QC_IN_404-2047592-7780344,TBC8,2026-05-21T10:14:37.000Z,1779338699610,1
QC_IN_403-6862858-3141938,TBC8,2026-05-21T10:15:07.000Z,1779338788095,11
QC_IN_406-4468614-8059523,TBC8,2026-05-21T10:05:45.000Z,1779338174068,1
QC_IN_403-4446892-6625100,TBC8,2026-05-21T10:02:12.000Z,1779338196068,14
QC_IN_405-5010636-0150739,TBC8,2026-05-21T10:13:51.000Z,1779338743734,10
QC_IN_171-4395363-9305168,TBC8,2026-05-21T10:02:18.000Z,1779338035804,6
QC_IN_171-8921621-9870712,TBC8,2026-05-21T10:01:49.000Z,1779337942536,1
QC_IN_402-7248474-5286739,TBC8,2026-05-21T10:07:48.000Z,1779338405695,6
QC_IN_403-6031512-3642727,TBC8,2026-05-21T09:43:58.000Z,1779336972869,13
QC_IN_406-3809406-4192306,TBC8,2026-05-21T10:00:23.000Z,1779337879319,5
QC_IN_407-8743592-4607568,TBC8,2026-05-21T10:02:51.000Z,1779338066523,8
QC_IN_408-4959405-7495530,TBC8,2026-05-21T09:59:03.000Z,1779337907169,10
QC_IN_405-4611261-3609104,TBC8,2026-05-21T10:02:43.000Z,1779338034601,3
QC_IN_403-6745017-3437169,TBC8,2026-05-21T09:49:09.000Z,1779337242167,1
QC_IN_403-3544687-1605121,TBC8,2026-05-21T09:48:46.000Z,1779337169552,2
QC_IN_402-2430771-6141953,TBC8,2026-05-21T09:59:04.000Z,1779337779059,1
QC_IN_406-0725421-4633907,TBC8,2026-05-21T09:55:53.000Z,1779337604261,5
QC_IN_405-5240346-8773128,TBC8,2026-05-21T09:54:30.000Z,1779337510341,1
QC_IN_407-5348421-7987530,TBC8,2026-05-21T09:58:02.000Z,1779337887725,20
QC_IN_406-6415437-0010715,TBC8,2026-05-21T09:57:40.000Z,1779337738831,3
QC_IN_171-5365935-9369945,TBC8,2026-05-21T09:58:42.000Z,1779337843012,4
QC_IN_402-5577514-1829955,TBC8,2026-05-21T09:48:48.000Z,1779337243796,7
QC_IN_404-6282589-8260355,TBC8,2026-05-21T09:47:06.000Z,1779337147544,5
QC_IN_403-6754430-8775541,TBC8,2026-05-21T09:51:45.000Z,1779337356141,4
QC_IN_405-1361331-4712327,TBC8,2026-05-21T09:51:17.000Z,1779337375058,5
